,date,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,total_storeConfirm,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input,name
134,2020-06-05,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
135,2020-06-06,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
136,2020-06-07,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
137,2020-06-08,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
138,2020-06-09,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
139,2020-06-10,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
140,2020-06-11,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
141,2020-06-12,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
142,2020-06-13,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
143,2020-06-14,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
144,2020-06-15,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
145,2020-06-16,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
146,2020-06-17,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
147,2020-06-18,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
148,2020-06-19,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
149,2020-06-20,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
150,2020-06-21,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
151,2020-06-22,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
152,2020-06-23,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
153,2020-06-24,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
154,2020-06-25,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
155,2020-06-26,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
156,2020-06-27,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
157,2020-06-28,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
158,2020-06-29,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
159,2020-06-30,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
160,2020-07-01,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
161,2020-07-02,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
162,2020-07-03,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
163,2020-07-04,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
164,2020-07-05,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
165,2020-07-06,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
166,2020-07-07,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
167,2020-07-08,991,0,985,6,,0,0.0,0,0.0,0,0,,0,0.0,安徽
0,2020-01-31,80,0,0,0,,0,80.0,0,0.0,0,0,,0,0.0,黑龙江
1,2020-02-01,95,0,2,0,,0,93.0,15,0.0,2,0,,0,0.0,黑龙江
2,2020-02-02,118,0,2,0,,0,116.0,23,0.0,0,0,,0,0.0,黑龙江
3,2020-02-03,155,0,2,0,,0,153.0,37,0.0,0,0,,0,0.0,黑龙江
4,2020-02-04,190,0,4,0,,0,186.0,35,0.0,2,0,,0,0.0,黑龙江
5,2020-02-05,227,0,7,1,,0,219.0,37,0.0,3,1,,0,0.0,黑龙江
6,2020-02-06,277,0,8,3,,0,266.0,50,0.0,1,2,,0,0.0,黑龙江
7,2020-02-07,295,0,12,5,,0,278.0,19,0.0,4,2,,0,0.0,黑龙江
8,2020-02-08,307,0,13,6,,0,288.0,26,0.0,1,1,,0,0.0,黑龙江
9,2020-02-09,331,0,15,7,,0,309.0,24,0.0,2,1,,0,0.0,黑龙江
10,2020-02-10,360,0,27,8,,0,325.0,29,0.0,12,1,,0,0.0,黑龙江
11,2020-02-11,378,0,28,8,,0,342.0,18,0.0,1,0,,0,0.0,黑龙江
12,2020-02-12,395,0,31,9,,0,355.0,17,0.0,3,1,,0,0.0,黑龙江
13,2020-02-13,418,0,37,11,,0,370.0,23,0.0,6,2,,0,0.0,黑龙江
14,2020-02-14,425,0,48,11,,0,366.0,7,0.0,11,0,,0,0.0,黑龙江
15,2020-02-15,445,0,70,11,,0,364.0,20,0.0,22,0,,0,0.0,黑龙江
16,2020-02-16,457,0,80,11,,0,366.0,12,0.0,10,0,,0,0.0,黑龙江
17,2020-02-17,464,0,85,11,,0,368.0,7,0.0,5,0,,0,0.0,黑龙江
18,2020-02-18,470,0,108,12,,0,350.0,6,0.0,23,1,,0,0.0,黑龙江
19,2020-02-19,476,0,123,12,,0,341.0,6,0.0,15,0,,0,0.0,黑龙江
20,2020-02-20,479,0,141,12,,0,326.0,3,0.0,18,0,,0,0.0,黑龙江
21,2020-02-21,479,0,183,12,,0,284.0,0,0.0,42,0,,0,0.0,黑龙江
22,2020-02-22,480,0,215,12,,0,253.0,1,0.0,32,0,,0,0.0,黑龙江
23,2020-02-23,480,0,224,12,,0,244.0,0,0.0,9,0,,0,0.0,黑龙江
24,2020-02-24,480,0,232,12,,0,236.0,0,0.0,8,0,,0,0.0,黑龙江
25,2020-02-25,480,0,245,12,,0,223.0,0,0.0,13,0,,0,0.0,黑龙江
26,2020-02-26,480,0,262,13,,0,205.0,0,0.0,17,1,,0,0.0,黑龙江
27,2020-02-27,480,0,280,13,,0,187.0,0,0.0,18,0,,0,0.0,黑龙江
28,2020-02-28,480,0,295,13,,0,172.0,0,0.0,15,0,,0,0.0,黑龙江
29,2020-02-29,480,0,330,13,,0,137.0,0,0.0,35,0,,0,0.0,黑龙江
30,2020-03-01,480,0,350,13,,0,117.0,0,0.0,20,0,,0,0.0,黑龙江
31,2020-03-02,480,0,358,13,,0,109.0,0,0.0,8,0,,0,0.0,黑龙江
32,2020-03-03,480,0,372,13,,0,95.0,0,0.0,14,0,,0,0.0,黑龙江
33,2020-03-04,481,0,379,13,,0,89.0,1,0.0,7,0,,0,0.0,黑龙江
34,2020-03-05,481,0,380,13,,0,88.0,0,0.0,1,0,,0,0.0,黑龙江
35,2020-03-06,481,0,402,13,,0,66.0,0,0.0,22,0,,0,0.0,黑龙江
36,2020-03-07,481,0,409,13,,0,59.0,0,0.0,7,0,,0,0.0,黑龙江
37,2020-03-08,481,0,421,13,,0,47.0,0,0.0,12,0,,0,0.0,黑龙江
38,2020-03-09,481,0,434,13,,0,34.0,0,0.0,13,0,,0,0.0,黑龙江
39,2020-03-10,482,0,435,13,,0,34.0,1,0.0,1,0,,0,0.0,黑龙江
40,2020-03-11,482,0,440,13,,0,29.0,0,0.0,5,0,,0,0.0,黑龙江
41,2020-03-12,482,0,446,13,,0,23.0,0,0.0,6,0,,0,0.0,黑龙江
42,2020-03-13,482,0,447,13,,0,22.0,0,0.0,1,0,,0,0.0,黑龙江
43,2020-03-14,482,0,453,13,,0,16.0,0,0.0,6,0,,0,0.0,黑龙江
44,2020-03-15,482,0,454,13,,0,15.0,0,0.0,1,0,,0,0.0,黑龙江
45,2020-03-16,482,0,456,13,,0,13.0,0,0.0,2,0,,0,0.0,黑龙江
46,2020-03-17,482,0,459,13,,0,10.0,0,0.0,3,0,,0,0.0,黑龙江
47,2020-03-18,482,0,459,13,,0,10.0,0,0.0,0,0,,0,0.0,黑龙江
48,2020-03-19,484,0,463,13,,0,8.0,1,0.0,4,0,,0,0.0,黑龙江
49,2020-03-20,484,0,463,13,,0,8.0,0,0.0,0,0,,0,0.0,黑龙江
50,2020-03-21,484,0,463,13,,0,8.0,0,0.0,0,0,,0,0.0,黑龙江
51,2020-03-22,484,0,465,13,,0,6.0,0,0.0,2,0,,0,0.0,黑龙江
52,2020-03-23,484,0,468,13,,0,3.0,0,0.0,3,0,,0,0.0,黑龙江
53,2020-03-24,484,0,468,13,,0,3.0,0,0.0,0,0,,0,0.0,黑龙江
54,2020-03-25,484,0,469,13,,0,2.0,0,0.0,1,0,,0,0.0,黑龙江
55,2020-03-26,484,0,469,13,,0,2.0,0,0.0,0,0,,0,0.0,黑龙江
56,2020-03-27,484,0,469,13,,0,2.0,0,0.0,0,0,,0,0.0,黑龙江
57,2020-03-28,484,0,469,13,,0,2.0,0,0.0,0,0,,0,0.0,黑龙江
58,2020-03-29,484,0,469,13,,0,2.0,0,0.0,0,0,,0,0.0,黑龙江
59,2020-03-30,484,0,469,13,,0,2.0,0,0.0,0,0,,0,0.0,黑龙江
60,2020-03-31,484,0,469,13,,0,2.0,0,0.0,0,0,,0,0.0,黑龙江
61,2020-04-01,488,0,469,13,,0,6.0,4,0.0,0,0,,0,0.0,黑龙江
62,2020-04-02,489,0,469,13,,0,7.0,1,0.0,0,0,,0,0.0,黑龙江
63,2020-04-03,491,0,469,13,,0,9.0,2,0.0,0,0,,0,0.0,黑龙江
64,2020-04-04,504,0,469,13,,0,22.0,13,0.0,0,0,,0,0.0,黑龙江
65,2020-04-05,524,0,469,13,,0,42.0,20,0.0,0,0,,0,0.0,黑龙江
66,2020-04-06,544,0,469,13,,0,62.0,20,0.0,0,0,,0,0.0,黑龙江
67,2020-04-07,569,0,470,13,,0,86.0,25,0.0,1,0,,0,0.0,黑龙江
68,2020-04-08,609,0,470,13,,0,126.0,40,0.0,0,0,,0,0.0,黑龙江
69,2020-04-09,638,0,470,13,,0,155.0,29,0.0,0,0,,0,0.0,黑龙江
70,2020-04-10,661,0,470,13,,0,178.0,23,0.0,0,0,,0,0.0,黑龙江
71,2020-04-11,684,0,470,13,,0,201.0,23,0.0,0,0,,0,0.0,黑龙江
72,2020-04-12,740,0,470,13,,0,257.0,56,0.0,0,0,,0,0.0,黑龙江
73,2020-04-13,819,0,470,13,,0,336.0,79,0.0,0,0,,0,0.0,黑龙江
74,2020-04-14,841,0,470,13,,0,358.0,22,0.0,0,0,,0,0.0,黑龙江
75,2020-04-15,861,0,471,13,,0,377.0,20,0.0,1,0,,0,0.0,黑龙江
76,2020-04-16,872,0,471,13,,0,388.0,11,0.0,0,0,,0,0.0,黑龙江
77,2020-04-17,892,0,472,13,,0,407.0,20,0.0,1,0,,0,0.0,黑龙江
78,2020-04-18,898,0,472,13,,0,413.0,6,0.0,0,0,,0,0.0,黑龙江
79,2020-04-19,905,0,472,13,,0,420.0,7,0.0,0,0,,0,0.0,黑龙江
80,2020-04-20,913,0,475,13,,0,425.0,8,0.0,3,0,,0,0.0,黑龙江
81,2020-04-21,921,0,477,13,,0,431.0,8,0.0,2,0,,0,0.0,黑龙江
82,2020-04-22,925,0,485,13,,0,427.0,4,0.0,8,0,,0,0.0,黑龙江
83,2020-04-23,928,0,485,13,,0,430.0,3,0.0,0,0,,0,0.0,黑龙江
84,2020-04-24,930,0,508,13,,0,409.0,2,0.0,23,0,,0,0.0,黑龙江
85,2020-04-25,935,0,511,13,,0,411.0,5,0.0,3,0,,0,0.0,黑龙江
86,2020-04-26,936,0,556,13,,0,367.0,1,0.0,45,0,,0,0.0,黑龙江
87,2020-04-27,939,0,586,13,,0,340.0,3,0.0,30,0,,0,0.0,黑龙江
88,2020-04-28,939,0,587,13,,0,339.0,0,0.0,1,0,,0,0.0,黑龙江
89,2020-04-29,939,0,587,13,,0,339.0,0,0.0,0,0,,0,0.0,黑龙江
90,2020-04-30,944,0,587,13,,0,344.0,5,0.0,0,0,,0,0.0,黑龙江
91,2020-05-01,944,0,604,13,,0,327.0,0,0.0,17,0,,0,0.0,黑龙江
92,2020-05-02,944,0,620,13,,0,311.0,0,0.0,16,0,,0,0.0,黑龙江
93,2020-05-03,944,0,657,13,,0,274.0,0,0.0,37,0,,0,0.0,黑龙江
94,2020-05-04,944,0,719,13,,0,212.0,0,0.0,62,0,,0,0.0,黑龙江
95,2020-05-05,944,0,758,13,,0,173.0,0,0.0,39,0,,0,0.0,黑龙江
96,2020-05-06,944,0,793,13,,0,138.0,0,0.0,35,0,,0,0.0,黑龙江
97,2020-05-07,944,0,815,13,,0,116.0,0,0.0,22,0,,0,0.0,黑龙江
98,2020-05-08,944,0,835,13,,0,96.0,0,0.0,20,0,,0,0.0,黑龙江
99,2020-05-09,945,0,891,13,,0,41.0,1,0.0,56,0,,0,0.0,黑龙江
100,2020-05-10,945,0,904,13,,0,28.0,1,0.0,13,0,,0,0.0,黑龙江
101,2020-05-11,945,0,924,13,,0,8.0,0,0.0,20,0,,0,0.0,黑龙江
102,2020-05-12,945,0,929,13,,0,3.0,0,0.0,5,0,,0,0.0,黑龙江
103,2020-05-13,945,0,930,13,,0,2.0,0,0.0,1,0,,0,0.0,黑龙江
104,2020-05-14,945,0,930,13,,0,2.0,0,0.0,0,0,,0,0.0,黑龙江
105,2020-05-15,945,0,931,13,,0,1.0,0,0.0,1,0,,0,0.0,黑龙江
106,2020-05-16,945,0,932,13,,0,0.0,0,0.0,1,0,,0,0.0,黑龙江
107,2020-05-17,945,0,932,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
108,2020-05-18,945,0,932,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
109,2020-05-19,945,0,932,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
110,2020-05-20,945,0,932,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
111,2020-05-21,945,0,932,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
112,2020-05-22,945,0,932,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
113,2020-05-23,945,0,932,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
114,2020-05-24,945,0,932,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
115,2020-05-25,945,0,932,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
116,2020-05-26,945,0,932,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
117,2020-05-27,945,0,932,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
118,2020-05-28,945,0,932,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
119,2020-05-29,945,0,932,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
120,2020-05-30,945,0,932,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
121,2020-05-31,945,0,932,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
122,2020-06-01,945,0,932,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
123,2020-06-02,945,0,932,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
124,2020-06-03,947,0,934,13,,0,0.0,0,0.0,2,0,,0,0.0,黑龙江
125,2020-06-04,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
126,2020-06-05,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
127,2020-06-06,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
128,2020-06-07,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
129,2020-06-08,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
130,2020-06-09,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
131,2020-06-10,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
132,2020-06-11,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
133,2020-06-12,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
134,2020-06-13,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
135,2020-06-14,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
136,2020-06-15,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
137,2020-06-16,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
138,2020-06-17,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
139,2020-06-18,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
140,2020-06-19,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
141,2020-06-20,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
142,2020-06-21,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
143,2020-06-22,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
144,2020-06-23,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
145,2020-06-24,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
146,2020-06-25,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
147,2020-06-26,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
148,2020-06-27,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
149,2020-06-28,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
150,2020-06-29,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
151,2020-06-30,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
152,2020-07-01,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
153,2020-07-02,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
154,2020-07-03,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
155,2020-07-04,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
156,2020-07-05,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
157,2020-07-06,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
158,2020-07-07,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
159,2020-07-08,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
160,2020-07-09,947,0,934,13,,0,0.0,0,0.0,0,0,,0,0.0,黑龙江
0,2020-01-22,3,0,0,0,,0,3.0,0,0.0,0,0,,0,0.0,江西
1,2020-01-23,7,0,0,0,,0,7.0,4,0.0,0,0,,0,0.0,江西
2,2020-01-24,18,0,0,0,,0,18.0,11,0.0,0,0,,0,0.0,江西
3,2020-01-25,36,0,0,0,,0,36.0,18,0.0,0,0,,0,0.0,江西
4,2020-01-26,48,0,0,0,,0,48.0,12,0.0,0,0,,0,0.0,江西
5,2020-01-27,72,0,2,0,,0,70.0,24,0.0,2,0,,0,0.0,江西
6,2020-01-28,109,0,3,0,,0,106.0,37,0.0,1,0,,0,0.0,江西
7,2020-01-29,162,0,3,0,,0,159.0,53,0.0,0,0,,0,0.0,江西
8,2020-01-30,240,0,7,0,,0,233.0,78,0.0,4,0,,0,0.0,江西
9,2020-01-31,286,0,9,0,,0,277.0,47,0.0,2,0,,0,0.0,江西
10,2020-02-01,333,0,10,0,,0,323.0,47,0.0,1,0,,0,0.0,江西
11,2020-02-02,391,0,18,0,,0,373.0,59,0.0,8,0,,0,0.0,江西
12,2020-02-03,476,0,19,0,,0,457.0,85,0.0,1,0,,0,0.0,江西
13,2020-02-04,548,0,27,0,,0,521.0,72,0.0,8,0,,0,0.0,江西
14,2020-02-05,600,0,37,0,,0,563.0,52,0.0,10,0,,0,0.0,江西
15,2020-02-06,661,0,45,0,,0,616.0,61,0.0,8,0,,0,0.0,江西
16,2020-02-07,698,0,55,0,,0,643.0,37,0.0,10,0,,0,0.0,江西
17,2020-02-08,740,0,72,0,,0,668.0,42,0.0,17,0,,0,0.0,江西
18,2020-02-09,771,0,102,1,,0,668.0,32,0.0,30,1,,0,0.0,江西
19,2020-02-10,804,0,127,2,,0,675.0,32,0.0,25,1,,0,0.0,江西
20,2020-02-11,844,0,152,1,,0,691.0,40,0.0,25,-1,,0,0.0,江西
21,2020-02-12,872,0,170,1,,0,701.0,28,0.0,18,0,,0,0.0,江西
22,2020-02-13,900,0,187,1,,0,712.0,28,0.0,17,0,,0,0.0,江西
23,2020-02-14,913,0,210,1,,0,702.0,13,0.0,23,0,,0,0.0,江西
24,2020-02-15,925,0,239,1,,0,685.0,12,0.0,29,0,,0,0.0,江西
25,2020-02-16,930,0,275,1,,0,654.0,5,0.0,36,0,,0,0.0,江西
26,2020-02-17,933,0,310,1,,0,622.0,3,0.0,35,0,,0,0.0,江西
27,2020-02-18,934,0,362,1,,0,571.0,1,0.0,52,0,,0,0.0,江西
28,2020-02-19,934,0,432,1,,0,501.0,1,0.0,70,0,,0,0.0,江西
29,2020-02-20,934,0,489,1,,0,444.0,0,0.0,57,0,,0,0.0,江西
30,2020-02-21,934,0,544,1,,0,389.0,0,0.0,55,0,,0,0.0,江西
31,2020-02-22,934,0,611,1,,0,322.0,0,0.0,67,0,,0,0.0,江西
32,2020-02-23,934,0,645,1,,0,288.0,0,0.0,34,0,,0,0.0,江西
33,2020-02-24,934,0,682,1,,0,251.0,0,0.0,37,0,,0,0.0,江西
34,2020-02-25,934,0,719,1,,0,214.0,0,0.0,37,0,,0,0.0,江西
35,2020-02-26,934,0,754,1,,0,179.0,0,0.0,35,0,,0,0.0,江西
36,2020-02-27,935,0,790,1,,0,144.0,1,0.0,36,0,,0,0.0,江西
37,2020-02-28,935,0,811,1,,0,123.0,0,0.0,21,0,,0,0.0,江西
38,2020-02-29,935,0,831,1,,0,103.0,0,0.0,20,0,,0,0.0,江西
39,2020-03-01,935,0,850,1,,0,84.0,0,0.0,19,0,,0,0.0,江西
40,2020-03-02,935,0,870,1,,0,64.0,0,0.0,20,0,,0,0.0,江西
41,2020-03-03,935,0,884,1,,0,50.0,0,0.0,14,0,,0,0.0,江西
42,2020-03-04,935,0,901,1,,0,33.0,0,0.0,17,0,,0,0.0,江西
43,2020-03-05,935,0,901,1,,0,33.0,0,0.0,0,0,,0,0.0,江西
44,2020-03-06,935,0,916,1,,0,18.0,0,0.0,15,0,,0,0.0,江西
45,2020-03-07,935,0,918,1,,0,16.0,0,0.0,2,0,,0,0.0,江西
46,2020-03-08,935,0,923,1,,0,11.0,0,0.0,5,0,,0,0.0,江西
47,2020-03-09,935,0,927,1,,0,7.0,0,0.0,4,0,,0,0.0,江西
48,2020-03-10,935,0,932,1,,0,2.0,0,0.0,5,0,,0,0.0,江西
49,2020-03-11,935,0,934,1,,0,0.0,0,0.0,2,0,,0,0.0,江西
50,2020-03-12,935,0,934,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
51,2020-03-13,935,0,934,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
52,2020-03-14,935,0,934,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
53,2020-03-15,935,0,934,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
54,2020-03-16,935,0,934,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
55,2020-03-17,935,0,934,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
56,2020-03-18,935,0,934,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
57,2020-03-19,935,0,934,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
58,2020-03-20,935,0,934,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
59,2020-03-21,936,0,934,1,,0,1.0,1,0.0,0,0,,0,0.0,江西
60,2020-03-22,936,0,934,1,,0,1.0,0,0.0,0,0,,0,0.0,江西
61,2020-03-23,936,0,934,1,,0,1.0,0,0.0,0,0,,0,0.0,江西
62,2020-03-24,936,0,934,1,,0,1.0,0,0.0,0,0,,0,0.0,江西
63,2020-03-25,936,0,934,1,,0,1.0,0,0.0,0,0,,0,0.0,江西
64,2020-03-26,936,0,934,1,,0,1.0,0,0.0,0,0,,0,0.0,江西
65,2020-03-27,936,0,934,1,,0,1.0,0,0.0,0,0,,0,0.0,江西
66,2020-03-28,937,0,934,1,,0,2.0,1,0.0,0,0,,0,0.0,江西
67,2020-03-29,937,0,935,1,,0,1.0,0,0.0,1,0,,0,0.0,江西
68,2020-03-30,937,0,935,1,,0,1.0,0,0.0,0,0,,0,0.0,江西
69,2020-03-31,937,0,935,1,,0,1.0,0,0.0,0,0,,0,0.0,江西
70,2020-04-01,937,0,935,1,,0,1.0,0,0.0,0,0,,0,0.0,江西
71,2020-04-02,937,0,935,1,,0,1.0,0,0.0,0,0,,0,0.0,江西
72,2020-04-03,937,0,935,1,,0,1.0,0,0.0,0,0,,0,0.0,江西
73,2020-04-04,937,0,935,1,,0,1.0,0,0.0,0,0,,0,0.0,江西
74,2020-04-05,937,0,935,1,,0,1.0,0,0.0,0,0,,0,0.0,江西
75,2020-04-06,937,0,935,1,,0,1.0,0,0.0,0,0,,0,0.0,江西
76,2020-04-07,937,0,935,1,,0,1.0,0,0.0,0,0,,0,0.0,江西
77,2020-04-08,937,0,935,1,,0,1.0,0,0.0,0,0,,0,0.0,江西
78,2020-04-09,937,0,936,1,,0,0.0,0,0.0,1,0,,0,0.0,江西
79,2020-04-10,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
80,2020-04-11,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
81,2020-04-12,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
82,2020-04-13,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
83,2020-04-14,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
84,2020-04-15,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
85,2020-04-16,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
86,2020-04-17,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
87,2020-04-18,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
88,2020-04-19,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
89,2020-04-20,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
90,2020-04-21,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
91,2020-04-22,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
92,2020-04-23,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
93,2020-04-24,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
94,2020-04-25,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
95,2020-04-26,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
96,2020-04-27,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
97,2020-04-28,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
98,2020-04-29,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
99,2020-04-30,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
100,2020-05-01,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
101,2020-05-02,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
102,2020-05-03,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
103,2020-05-04,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
104,2020-05-05,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
105,2020-05-06,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
106,2020-05-07,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
107,2020-05-08,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
108,2020-05-09,937,0,936,1,,0,0.0,0,0.0,0,0,,0,0.0,江西
